Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"QC","Cultures","202","Afrique du Sud","5510","Production","486","Bananes","2015","2015","tonnes","435252","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","486","Bananes","2016","2016","tonnes","310066","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","486","Bananes","2017","2017","tonnes","334849","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1961","1961","tonnes","21081","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1962","1962","tonnes","18589","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1963","1963","tonnes","24040","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1964","1964","tonnes","17388","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1965","1965","tonnes","14333","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1966","1966","tonnes","18079","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1967","1967","tonnes","18202","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1968","1968","tonnes","15877","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1969","1969","tonnes","19626","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1970","1970","tonnes","17167","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1971","1971","tonnes","19589","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1972","1972","tonnes","23098","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1973","1973","tonnes","22274","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1974","1974","tonnes","27580","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1975","1975","tonnes","28149","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1976","1976","tonnes","26145","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1977","1977","tonnes","28877","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1978","1978","tonnes","36533","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1979","1979","tonnes","35816","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1980","1980","tonnes","38868","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1981","1981","tonnes","54629","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1982","1982","tonnes","49545","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1983","1983","tonnes","48512","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1984","1984","tonnes","48902","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1985","1985","tonnes","63835","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1986","1986","tonnes","63128","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1987","1987","tonnes","71345","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1988","1988","tonnes","73009","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1989","1989","tonnes","83266","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1990","1990","tonnes","64002","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1991","1991","tonnes","66971","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1992","1992","tonnes","63548","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1993","1993","tonnes","61252","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1994","1994","tonnes","74259","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1995","1995","tonnes","72907","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1996","1996","tonnes","86663","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1997","1997","tonnes","89546","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1998","1998","tonnes","103119","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","1999","1999","tonnes","101702","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","2000","2000","tonnes","120102","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","2001","2001","tonnes","158206","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","2002","2002","tonnes","178506","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","2003","2003","tonnes","191571","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","2004","2004","tonnes","212955","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","2005","2005","tonnes","183542","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","2006","2006","tonnes","214102","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","2007","2007","tonnes","194691","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","2008","2008","tonnes","229934","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","2009","2009","tonnes","204317","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","2010","2010","tonnes","215985","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","2011","2011","tonnes","260646","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","2012","2012","tonnes","240977","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","2013","2013","tonnes","257046","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","2014","2014","tonnes","328401","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","2015","2015","tonnes","353180","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","2016","2016","tonnes","325834","","Donnée officielle"
"QC","Cultures","202","Afrique du Sud","5510","Production","497","Citrons et limes","2017","2017","tonnes","446468","","Donnée officielle"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1961","1961","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1962","1962","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1963","1963","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1964","1964","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1965","1965","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1966","1966","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1967","1967","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1968","1968","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1969","1969","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1970","1970","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1971","1971","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1972","1972","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1973","1973","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1974","1974","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1975","1975","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1976","1976","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1977","1977","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1978","1978","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1979","1979","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1980","1980","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1981","1981","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1982","1982","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1983","1983","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1984","1984","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1985","1985","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1986","1986","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1987","1987","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1988","1988","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1989","1989","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1990","1990","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1991","1991","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1992","1992","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1993","1993","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1994","1994","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1995","1995","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1996","1996","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1997","1997","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1998","1998","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","1999","1999","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","2000","2000","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","2001","2001","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","2002","2002","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","2003","2003","tonnes","","M","Donnée non disponible"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","2004","2004","tonnes","602","","Donnée officielle"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","2005","2005","tonnes","700","","Donnée officielle"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","2006","2006","tonnes","860","","Donnée officielle"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","2007","2007","tonnes","1525","","Donnée officielle"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","2008","2008","tonnes","2840","","Donnée officielle"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","2009","2009","tonnes","1350","","Donnée officielle"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","2010","2010","tonnes","1637","","Donnée officielle"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","2011","2011","tonnes","1900","","Donnée officielle"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","2012","2012","tonnes","2380","","Donnée officielle"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","2013","2013","tonnes","2520","","Donnée officielle"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","2014","2014","tonnes","2933","","Donnée officielle"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","2015","2015","tonnes","2613","","Donnée officielle"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","2016","2016","tonnes","3607","","Donnée officielle"
"QC","Cultures","3","Albanie","5510","Production","497","Citrons et limes","2017","2017","tonnes","3216","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1961","1961","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1962","1962","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1963","1963","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1964","1964","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1965","1965","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1966","1966","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1967","1967","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1968","1968","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1969","1969","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1970","1970","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1971","1971","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1972","1972","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1973","1973","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1974","1974","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1975","1975","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1976","1976","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1977","1977","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1978","1978","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1979","1979","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1980","1980","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1981","1981","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1982","1982","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1983","1983","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1984","1984","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1985","1985","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1986","1986","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1987","1987","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1988","1988","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1989","1989","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1990","1990","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1991","1991","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1992","1992","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1993","1993","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1994","1994","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1995","1995","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1996","1996","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1997","1997","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1998","1998","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","1999","1999","tonnes","","M","Donnée non disponible"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","2000","2000","tonnes","1378","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","2001","2001","tonnes","1598","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","2002","2002","tonnes","1548","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","2003","2003","tonnes","650","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","2004","2004","tonnes","374","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","2005","2005","tonnes","278","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","2006","2006","tonnes","11","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","2007","2007","tonnes","11","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","2008","2008","tonnes","92","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","2009","2009","tonnes","167","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","2010","2010","tonnes","227","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","2011","2011","tonnes","277","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","2012","2012","tonnes","335","F","Estimation FAO"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","2013","2013","tonnes","335","F","Estimation FAO"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","2014","2014","tonnes","308","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","2015","2015","tonnes","216","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","2016","2016","tonnes","221","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QC","Cultures","4","Algérie","5510","Production","486","Bananes","2017","2017","tonnes","221","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QC","Cultures","4","Algérie","5510","Production","497","Citrons et limes","1961","1961","tonnes","14770","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","497","Citrons et limes","1962","1962","tonnes","15030","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","497","Citrons et limes","1963","1963","tonnes","14980","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","497","Citrons et limes","1964","1964","tonnes","15435","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","497","Citrons et limes","1965","1965","tonnes","15164","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","497","Citrons et limes","1966","1966","tonnes","15693","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","497","Citrons et limes","1967","1967","tonnes","14706","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","497","Citrons et limes","1968","1968","tonnes","14484","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","497","Citrons et limes","1969","1969","tonnes","16962","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","497","Citrons et limes","1970","1970","tonnes","16275","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","497","Citrons et limes","1971","1971","tonnes","13892","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","497","Citrons et limes","1972","1972","tonnes","11050","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","497","Citrons et limes","1973","1973","tonnes","12972","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","497","Citrons et limes","1974","1974","tonnes","12607","","Donnée officielle"
"QC","Cultures","4","Algérie","5510","Production","497","Citrons et limes","1975","1975","tonnes","10230","","Donnée officielle"
